follower_id,following_id,follow_date
3210,681,2023-12-15
1252,794,2025-04-29
2706,3291,2024-09-27
3358,3885,2023-12-26
1234,1407,2023-08-03
2094,3747,2023-08-22
4077,1862,2024-10-14
4884,4162,2025-03-14
2216,1612,2025-06-07
1343,1086,2024-02-14
576,3708,2025-05-05
3752,3415,2025-05-29
2081,2798,2025-06-12
1413,2412,2025-05-18
852,2493,2025-02-17
4069,316,2024-02-05
1459,2669,2024-12-14
1302,1211,2024-12-16
3170,670,2024-04-27
3374,933,2024-06-02
1057,2474,2025-05-03
1111,4155,2025-06-13
4165,911,2024-09-19
494,2581,2024-12-15
4704,4081,2025-02-03
1984,315,2024-09-13
4367,2096,2025-04-04
2884,2461,2024-10-03
1749,1373,2025-05-06
1904,4461,2024-07-23
2813,3657,2023-09-20
3975,3596,2025-03-15
526,1349,2023-07-29
4788,445,2024-08-07
3244,464,2023-09-10
133,3593,2024-01-05
3274,3770,2023-09-24
2140,2577,2024-04-19
1088,1273,2024-10-09
984,3813,2023-10-11
504,3495,2024-05-25
1553,620,2023-08-01
4108,3880,2024-07-30
1423,3842,2023-08-21
3480,2400,2024-01-08
1739,2010,2023-07-19
3742,399,2024-12-27
4483,4038,2025-02-23
2862,908,2023-08-17
3222,2303,2024-07-30
4342,2666,2023-07-25
3339,2454,2024-10-13
3993,3422,2023-07-29
707,2873,2023-08-23
3864,2647,2023-09-14
4152,4967,2025-06-20
1095,1052,2024-07-04
3546,1378,2024-08-09
2180,2276,2025-02-27
1988,963,2025-02-14
235,3124,2024-04-23
4184,2120,2024-11-29
4203,3864,2024-11-17
4393,3416,2025-06-12
666,3648,2024-02-06
1951,4339,2024-04-23
3380,2601,2025-02-25
4606,2835,2025-01-27
2638,3042,2023-11-25
741,830,2024-06-15
2171,4984,2024-08-25
3013,1636,2024-06-30
735,464,2024-04-22
1923,683,2024-03-12
4331,410,2024-03-27
1657,2732,2024-02-20
2618,2619,2023-07-21
771,3892,2025-06-06
3432,3152,2024-01-12
2306,148,2024-11-10
333,2732,2025-05-02
2415,4833,2024-03-12
3296,1011,2024-09-02
1449,1341,2023-10-07
1576,2636,2024-08-20
564,1414,2024-09-22
4534,2167,2024-06-17
389,2084,2024-02-26
694,1069,2023-11-28
1089,2618,2025-06-11
1387,1756,2024-05-24
2104,948,2023-07-11
3884,2826,2024-02-01
1017,2527,2025-06-18
4522,2806,2024-03-25
4405,859,2023-11-20
4945,4622,2024-09-03
920,293,2025-05-02
4070,136,2023-11-23
606,3787,2024-07-30
2838,1920,2024-09-14
3875,3696,2024-02-29
4284,4188,2024-11-14
1374,4014,2024-04-03
2787,1191,2024-02-18
1545,2650,2023-11-05
1658,4817,2023-12-27
3949,1327,2025-02-17
516,4119,2023-07-09
2822,769,2024-02-22
2557,1753,2024-02-15
3160,4569,2024-09-05
1449,4785,2023-09-17
4131,616,2024-06-15
566,4277,2025-05-05
4751,4191,2023-09-03
4492,3397,2023-09-17
3499,2210,2025-03-20
4637,2272,2024-05-02
2892,1494,2024-01-08
4676,915,2023-09-26
3569,2824,2024-09-23
4531,1497,2024-12-05
859,3024,2024-01-14
776,386,2024-03-20
3152,2403,2024-07-28
1639,4559,2024-03-24
1578,4257,2023-12-01
4687,2509,2025-06-08
1722,4338,2023-12-18
4525,1784,2025-04-22
4009,12,2024-01-25
4262,4613,2024-03-12
4877,4558,2025-02-16
3104,2183,2023-07-08
4664,323,2023-11-08
1533,2043,2023-08-30
3591,2574,2025-02-06
4485,2000,2023-10-15
2402,3367,2023-07-02
2487,133,2024-06-23
41,2921,2024-08-13
697,183,2023-11-15
4122,3454,2023-07-21
4133,2788,2024-07-10
1279,1801,2024-03-03
1024,3971,2024-09-10
3454,2194,2023-09-20
3899,1557,2024-06-24
1269,3057,2024-12-23
2728,3065,2024-04-04
3856,4825,2023-11-24
1164,2398,2024-10-25
3372,2945,2024-03-08
1878,1083,2025-05-04
1008,3353,2024-10-08
1435,4557,2023-11-22
3569,309,2024-05-26
4865,4732,2023-12-30
340,2199,2024-10-17
3045,1477,2024-05-25
1595,4184,2024-11-19
3061,4404,2024-06-19
1429,863,2024-02-20
2653,3617,2024-04-12
1317,486,2023-11-12
3292,4978,2024-06-06
4217,521,2023-07-15
3842,4501,2024-05-11
4870,410,2024-12-17
3584,4000,2024-09-07
3881,2245,2024-10-04
2671,2135,2023-08-23
3068,1646,2024-09-20
3265,3988,2024-02-22
3816,4593,2024-03-15
4977,41,2024-01-30
2565,1987,2024-01-04
2256,3226,2024-09-11
3598,1140,2024-03-28
4221,4186,2025-06-13
706,3484,2025-03-23
2000,3744,2023-10-09
4227,1201,2024-04-19
325,2919,2024-11-17
4487,3814,2023-11-07
3013,4203,2024-05-24
428,4939,2024-01-13
4885,2578,2024-10-30
3017,4474,2025-04-02
2392,4485,2023-09-13
3963,1890,2025-06-14
2850,3155,2025-05-07
48,4888,2024-05-17
852,2679,2025-05-22
3270,1829,2024-01-11
2332,3402,2024-03-02
1366,1857,2025-04-28
2831,3326,2025-05-20
3309,396,2025-05-13
3130,802,2024-12-20
3530,3209,2025-02-13
3342,191,2024-12-21
743,108,2023-11-03
2692,4382,2023-08-28
2726,1575,2023-11-24
840,3196,2024-03-07
1321,293,2024-01-19
1805,1865,2023-10-17
3373,3329,2024-03-27
3541,1144,2025-02-24
890,3690,2025-03-11
3989,3480,2025-01-12
1237,3587,2024-10-28
4462,4321,2025-03-01
343,514,2024-10-29
568,1529,2025-02-12
2272,1587,2024-06-20
1314,4999,2024-02-20
1535,4153,2024-10-22
2323,2508,2024-06-05
3213,1373,2024-05-30
4751,1550,2025-02-11
3768,146,2024-04-11
3288,506,2025-05-04
3001,3135,2024-04-13
2707,366,2025-06-10
3408,1907,2024-07-16
697,1799,2025-01-03
3805,2493,2025-02-04
2070,1244,2025-03-06
2181,1107,2024-01-27
2985,2247,2025-04-16
3554,3113,2023-12-07
1045,765,2024-10-02
2643,2614,2024-01-06
1614,816,2025-06-14
3600,1081,2023-08-13
2581,4041,2024-03-01
1969,3098,2023-07-04
3363,962,2023-10-07
952,206,2025-03-09
1361,3963,2024-06-18
1076,4707,2023-07-08
1253,1825,2025-03-07
3342,2443,2024-05-18
4896,2663,2024-04-29
3214,1269,2024-08-19
2736,762,2025-04-30
2466,790,2025-06-23
1126,1122,2024-05-23
3546,1125,2024-01-11
4976,1540,2024-05-19
561,1877,2023-07-26
2661,345,2024-02-10
2229,3376,2023-08-02
4497,358,2023-07-17
3633,3029,2024-02-10
1192,2585,2024-09-01
3428,3545,2025-01-10
125,2919,2024-10-29
968,4187,2024-05-25
1861,3536,2024-12-21
908,1546,2025-01-13
3328,2094,2023-10-30
4445,3368,2024-09-16
4981,4247,2025-03-06
2976,3624,2024-04-24
1484,3821,2023-08-26
4225,4646,2023-08-07
1475,4941,2024-12-26
3801,1641,2023-10-16
2491,4956,2024-01-06
3608,365,2025-05-19
556,2465,2023-08-26
1044,1502,2024-11-13
3653,2731,2025-04-21
14,4953,2024-06-18
3702,4646,2023-12-22
4027,3199,2024-12-02
3570,3892,2024-01-04
546,4666,2025-06-18
3029,1206,2024-11-25
2622,1848,2025-06-05
1436,2786,2024-08-17
43,2472,2023-10-14
3210,802,2025-01-05
1926,4535,2024-07-03
4418,2965,2023-10-18
94,1967,2024-05-18
2837,2286,2024-11-02
411,2858,2023-09-07
3733,834,2024-06-09
452,402,2024-01-06
1953,173,2025-01-08
4752,3947,2024-03-24
718,2135,2025-01-26
1646,4227,2024-05-23
2840,4755,2024-12-05
657,2947,2023-07-22
2405,854,2024-06-26
1501,3815,2025-01-22
3755,514,2024-01-19
2040,3077,2024-11-17
2308,1819,2025-05-24
1752,774,2024-08-01
4866,1224,2024-05-26
1553,4524,2025-02-28
2840,1970,2023-09-08
248,217,2025-04-17
4025,4519,2025-03-07
2143,4314,2023-07-04
2570,4475,2024-09-07
4318,4379,2024-02-07
725,3744,2024-03-24
4253,3002,2024-02-02
2157,1699,2024-08-15
771,597,2024-03-03
1964,1684,2023-12-01
315,521,2024-10-04
975,4289,2025-02-02
3874,1458,2024-12-11
2356,467,2023-12-14
2437,1703,2023-10-03
4494,4340,2024-07-02
662,1243,2025-02-04
2419,4494,2024-05-07
2578,1971,2025-01-25
1751,4615,2024-02-10
363,1683,2023-12-02
672,1080,2024-10-18
3446,1941,2024-03-30
3848,1539,2024-04-29
4001,3878,2023-10-22
1304,3530,2025-04-28
4523,3875,2023-12-06
559,4697,2024-05-08
2433,4361,2023-12-19
1684,451,2024-06-28
2399,2306,2024-01-21
2283,4442,2024-10-18
472,1038,2023-10-17
535,1058,2024-06-01
2428,3562,2024-04-02
417,4772,2024-10-29
2574,1091,2023-12-31
4201,2041,2023-11-10
3587,4576,2023-12-09
3341,3979,2023-09-27
2412,1043,2024-10-18
614,1251,2023-08-21
3833,967,2024-03-05
1649,3821,2024-11-17
2572,4799,2024-08-12
4450,2859,2023-12-16
918,1038,2024-03-03
2347,4849,2025-04-12
2625,4270,2024-05-09
820,1532,2025-01-19
3138,3597,2024-02-25
2736,3020,2023-10-05
1558,3774,2023-12-18
1002,1515,2024-09-29
828,3470,2024-11-29
1450,2947,2024-04-16
4902,72,2023-08-24
2518,4334,2024-03-09
241,1650,2024-07-20
1728,2575,2024-03-30
4263,4540,2024-01-11
3717,2072,2023-12-16
579,1607,2024-08-17
2834,2371,2025-04-05
307,2016,2023-10-26
4917,4073,2023-10-16
2381,4805,2023-11-20
4320,3661,2024-06-09
4608,729,2024-10-12
837,4384,2025-06-11
4167,4335,2024-11-20
1464,3342,2023-11-06
624,1759,2025-03-18
4008,2148,2024-10-17
2901,1061,2023-07-03
2568,4372,2024-12-10
433,2804,2024-07-11
2839,1385,2024-06-27
1041,3783,2025-04-25
123,2354,2024-08-27
577,3594,2024-02-07
3119,1231,2024-12-26
4409,4302,2023-11-27
177,4004,2023-12-12
646,1921,2024-02-08
2732,2391,2023-07-21
455,1473,2025-03-27
1316,55,2024-03-18
3041,4472,2024-08-02
2845,4539,2025-03-08
1993,3469,2025-04-11
27,283,2024-03-04
3558,4431,2023-11-30
171,2273,2024-06-08
250,156,2024-09-26
2222,1644,2024-11-15
2058,2214,2024-07-26
2269,3516,2023-09-12
4083,3834,2024-07-16
3734,2884,2024-11-04
4416,4697,2024-10-26
873,3098,2024-02-11
258,938,2024-09-14
422,1475,2024-09-06
3103,4535,2025-06-22
605,2015,2024-04-26
505,1646,2023-07-18
151,4179,2025-02-16
414,1529,2024-03-15
2754,1111,2024-07-23
633,3465,2024-05-16
2486,4997,2023-12-17
2832,483,2024-04-04
2283,1718,2023-11-24
2132,1476,2025-03-15
1936,2238,2025-01-03
1343,3735,2025-04-24
1399,935,2023-10-22
2215,1066,2024-01-15
580,3407,2025-06-08
4278,414,2025-02-03
1278,2874,2024-04-24
4008,4125,2024-10-16
3688,388,2023-11-02
3622,3565,2024-07-18
4529,1165,2024-10-01
1303,4611,2023-10-14
2952,2179,2023-07-03
1258,2678,2025-04-30
3325,70,2024-03-16
3531,4616,2023-08-12
4048,4033,2025-01-24
1580,1161,2023-08-07
3421,1790,2023-09-25
350,1081,2024-10-28
419,4238,2024-02-26
1329,3846,2024-05-05
1742,4313,2024-09-30
727,2512,2025-04-06
4406,2072,2025-04-28
1736,4287,2024-07-20
2632,3981,2024-03-21
3483,2256,2024-09-02
2410,2450,2023-10-03
4367,4351,2024-03-30
1723,1733,2024-08-10
4259,1282,2023-09-17
894,2241,2025-04-25
2449,3067,2023-11-28
3074,4230,2024-01-28
4334,3631,2025-06-22
3447,2479,2024-02-01
4940,4926,2024-01-04
4988,4676,2024-04-22
3169,1102,2025-01-30
2556,1990,2024-07-21
366,3624,2024-03-12
469,875,2025-02-16
1331,311,2025-01-18
3582,3041,2023-10-09
2456,3832,2023-12-30
580,662,2024-07-05
1679,2932,2025-01-29
1036,1799,2024-03-10
3775,2930,2024-12-20
42,4377,2023-10-23
280,603,2023-12-24
3032,335,2023-08-19
2033,4204,2024-10-09
2416,4935,2023-08-13
3463,1695,2024-05-25
3382,3797,2025-02-03
1154,23,2024-11-13
3764,4856,2024-03-29
3976,1102,2023-09-14
3023,4098,2024-08-05
426,4259,2023-08-28
2210,2989,2024-08-20
3897,3247,2023-08-27
1734,333,2023-07-25
3537,3563,2024-12-27
356,4159,2024-12-19
2059,1116,2024-06-13
469,4405,2024-08-30
4955,2154,2024-01-25
462,1570,2023-07-28
1862,3640,2023-10-14
1902,406,2024-11-03
2946,3242,2023-10-25
4500,3139,2024-07-12
299,648,2024-02-06
240,1084,2024-07-27
864,1181,2024-06-06
4291,2326,2024-03-23
4642,1796,2024-02-14
3448,1517,2024-06-25
438,1578,2024-01-29
1329,4599,2025-04-15
1091,2101,2024-11-22
2327,971,2023-10-02
190,3373,2023-12-02
4377,3992,2024-08-09
3910,987,2024-11-11
2159,4420,2024-04-16
2154,2569,2025-04-29
2361,734,2025-01-04
753,3628,2024-03-08
3586,1636,2024-10-26
614,1694,2023-10-23
1531,1105,2025-02-01
2635,4040,2024-03-07
1310,488,2023-09-17
485,2210,2025-04-28
835,3796,2024-08-23
2165,3417,2024-02-17
314,4211,2025-01-12
4617,1070,2025-06-19
3906,3950,2023-08-03
2307,2138,2025-01-30
3077,114,2024-04-03
4088,1687,2023-08-03
1471,3336,2025-03-18
737,716,2025-01-20
528,2268,2025-04-22
3822,3519,2024-03-18
2879,2486,2024-11-03
3723,1357,2023-09-28
4252,3181,2024-02-26
455,4292,2023-07-16
3158,3558,2024-02-11
4516,2810,2023-08-29
3797,2089,2023-10-25
3849,2758,2023-08-25
947,783,2024-05-04
69,189,2023-10-08
3428,4138,2024-06-07
2627,2279,2024-07-12
3610,765,2023-11-29
4632,873,2024-10-22
3285,1326,2025-04-02
4418,2073,2025-06-15
331,516,2023-07-05
2819,4059,2025-04-03
250,3290,2025-05-06
4677,1968,2025-03-08
1862,4150,2023-08-09
3161,3740,2025-06-01
2102,127,2024-11-05
2298,1548,2024-12-08
3741,3340,2023-10-06
3779,3658,2024-09-08
3585,2989,2024-06-10
149,1909,2025-04-18
917,3877,2024-02-24
1727,4467,2023-07-17
4897,622,2024-07-05
2105,1167,2024-02-16
2512,3707,2024-11-22
1359,3631,2024-04-06
1349,4116,2024-05-26
4462,4998,2024-10-07
2230,3293,2025-05-03
2524,1092,2024-04-19
3760,2417,2024-05-05
4958,997,2024-09-04
3231,891,2025-06-25
2086,3083,2025-01-09
1705,429,2025-01-29
2000,317,2024-04-08
1964,2136,2024-03-05
3817,4251,2024-07-07
3576,4031,2023-07-24
2252,4247,2023-09-30
2595,4853,2024-11-19
1057,2636,2023-11-18
4900,3205,2025-01-22
1063,1951,2023-07-16
2760,2589,2024-06-18
2702,2527,2025-01-05
2643,481,2023-10-03
1592,1913,2024-08-16
1198,1920,2024-06-11
4407,3842,2023-08-15
975,4240,2024-04-02
4255,3433,2025-03-10
2890,4200,2024-04-02
548,2444,2023-08-01
658,3873,2024-04-28
3492,247,2024-03-08
2138,812,2024-09-23
4047,168,2024-02-13
1293,3454,2024-08-31
4669,2721,2024-02-07
3191,3087,2025-04-09
4854,1094,2025-02-22
4468,2171,2025-04-13
1261,3518,2025-06-16
1489,233,2025-04-08
4423,1020,2024-03-07
3456,4518,2024-12-20
1732,2696,2024-06-01
1628,3281,2025-01-24
4684,1824,2023-09-26
4823,4826,2024-07-14
4805,3424,2023-09-01
4125,3007,2023-08-20
4988,440,2024-12-28
4322,4329,2024-08-19
4692,3294,2025-01-23
241,2478,2024-08-23
3338,285,2024-11-03
1198,2942,2023-07-29
2070,2780,2024-07-01
2414,4987,2025-01-20
732,1929,2025-05-24
1221,1920,2024-08-10
2402,2820,2024-11-28
4850,4805,2025-01-01
3068,3113,2024-11-10
202,3448,2023-08-24
3948,972,2024-05-20
3322,1214,2023-10-03
2354,71,2023-11-03
1493,1439,2024-09-24
2269,2743,2023-09-02
4537,2619,2023-11-21
3901,1903,2023-10-01
1228,42,2024-12-25
4002,4958,2025-02-01
4068,4630,2023-07-17
1060,2084,2023-08-24
4762,1728,2023-07-04
2503,1490,2024-09-01
4194,803,2024-03-29
2356,4999,2024-12-08
1706,613,2024-09-13
2060,4050,2024-10-21
61,3449,2024-05-22
3317,155,2023-07-04
1234,3758,2025-05-18
4839,1267,2024-07-10
1890,4108,2025-05-06
4171,867,2023-10-25
3014,394,2025-01-28
3374,3752,2025-04-23
4310,2745,2025-03-15
2433,1137,2024-08-12
4755,3759,2024-01-05
3239,807,2024-01-27
1426,4747,2023-08-18
759,3780,2025-06-10
4729,1663,2023-08-08
1229,3410,2023-12-04
1732,433,2024-12-26
123,4510,2024-09-27
4744,2340,2025-03-11
4184,388,2024-12-27
1883,1573,2024-09-24
2827,1394,2024-02-04
4108,4767,2024-05-02
3409,4319,2024-03-18
935,358,2023-09-28
2003,3071,2025-01-11
1049,4036,2025-06-07
2594,3546,2025-05-26
690,2061,2024-07-02
2426,4653,2023-08-11
1147,3151,2024-06-05
312,377,2024-10-09
4894,4113,2024-09-27
1169,3345,2025-04-10
2240,1695,2024-02-26
3314,973,2025-04-28
4932,2246,2024-08-03
2660,4376,2024-01-09
4906,1011,2025-04-11
4156,4764,2024-04-13
4812,4518,2023-09-08
4516,3594,2023-09-11
2324,4406,2024-10-03
1579,2214,2025-06-28
786,243,2024-02-14
4437,1393,2024-06-09
3126,1037,2025-03-09
1034,3003,2025-05-15
3710,1899,2023-08-03
340,4654,2023-12-22
950,1522,2025-06-14
1656,4804,2025-01-04
4008,1885,2024-06-17
3472,788,2023-12-06
4436,358,2025-05-29
2760,2310,2024-07-25
319,3269,2024-08-07
108,4554,2025-05-08
4817,3197,2023-11-25
1877,1581,2024-12-21
3814,4262,2024-05-19
501,2604,2025-03-31
206,2383,2023-10-27
2223,3345,2025-04-05
3752,4995,2023-12-14
1897,4780,2023-11-06
773,2425,2024-10-23
407,2379,2024-02-05
3014,3005,2024-12-19
3474,2995,2024-04-01
4952,4519,2024-07-20
4742,2969,2023-08-03
2222,930,2024-09-24
2770,3146,2024-01-04
2225,4157,2023-10-29
4206,4875,2025-04-01
3699,2634,2024-12-28
4107,4207,2025-06-08
1797,1677,2025-01-28
2654,4922,2023-08-25
414,2254,2024-03-11
1445,1280,2023-08-22
4950,4741,2024-08-15
4852,4843,2023-10-27
1752,4766,2023-07-02
3821,2315,2025-03-18
4267,4514,2025-02-23
4768,4575,2024-04-06
436,498,2025-01-12
4628,3904,2024-02-28
1049,3974,2023-10-27
1887,3936,2024-02-18
3011,3599,2024-12-09
3145,2440,2025-06-13
4709,1394,2024-10-04
670,3355,2024-03-11
2171,4427,2024-11-21
2408,2851,2024-09-29
1783,1970,2023-09-26
689,4931,2025-06-18
4678,3237,2025-06-14
3994,3887,2024-12-12
887,2195,2024-07-01
3401,3966,2025-02-13
923,2673,2024-07-31
3824,3332,2023-07-26
728,1792,2024-12-03
2082,3311,2023-08-24
9,3340,2023-07-23
3623,1273,2023-11-24
2948,367,2025-06-25
3985,1476,2024-11-27
1019,3189,2025-02-02
784,2596,2024-11-21
2563,1935,2025-06-26
1933,1638,2024-11-19
2191,1,2024-07-25
4890,2696,2025-01-28
1709,3917,2025-02-09
674,3351,2024-04-30
2019,2043,2024-10-30
4859,4224,2024-05-30
4543,3544,2025-04-02
4855,618,2023-08-27
1151,2290,2025-06-11
3476,625,2023-10-03
1943,391,2024-09-21
3107,3628,2025-02-23
4016,772,2025-03-11
3498,2171,2025-01-11
4912,4565,2024-11-02
13,3945,2024-06-11
3609,917,2024-10-16
3705,3849,2025-06-15
1105,1477,2025-06-09
4299,4093,2024-10-22
1475,3634,2025-02-03
484,2361,2023-10-18
3440,4713,2024-06-29
216,1465,2023-11-22
634,3135,2023-07-01
1319,3642,2023-10-16
2857,4701,2024-02-26
581,2591,2024-01-15
2828,2496,2024-02-17
2426,1978,2025-05-11
3889,4783,2025-04-05
4154,2361,2024-10-04
4247,4688,2024-08-16
2080,3108,2023-12-20
1284,537,2024-08-03
1052,4665,2025-06-11
1676,2016,2025-05-27
3594,2396,2025-01-27
70,3874,2025-06-06
4739,2007,2023-09-15
3496,4706,2023-10-13
1923,3639,2023-11-15
4088,2062,2024-08-29
1476,1291,2024-11-01
2835,4038,2023-11-15
3120,3727,2024-07-14
1922,4203,2024-12-23
4841,1371,2024-05-25
1144,4234,2024-12-01
3842,4769,2025-03-15
4046,3573,2025-01-14
1758,756,2025-06-07
310,2623,2023-07-15
4409,3505,2025-04-09
1159,1140,2024-04-21
3693,1322,2024-08-30
1280,1910,2025-02-03
1890,1857,2023-08-18
2376,1622,2024-11-04
3287,3503,2024-04-16
2583,3822,2024-10-20
1474,575,2024-11-23
1817,4952,2023-09-17
1348,2342,2025-02-26
3909,4926,2024-12-15
1915,3022,2025-04-12
394,924,2025-05-27
3946,3860,2024-01-25
3812,2774,2024-11-23
1259,1771,2023-11-20
550,2466,2024-10-06
355,4643,2024-07-12
2557,554,2024-07-12
1152,1106,2023-10-22
32,2302,2025-04-17
3404,3172,2023-07-12
3143,4516,2024-05-01
2929,73,2023-08-04
1516,2682,2023-08-25
380,3252,2024-07-13
1704,2652,2023-08-13
1791,4402,2024-02-01
609,3980,2024-06-30
1588,541,2025-02-12
1584,4951,2024-06-05
1030,2138,2024-08-12
3048,4894,2024-01-05
2945,3922,2024-11-06
3053,790,2024-06-24
1273,726,2023-10-27
3561,1194,2025-05-28
2433,1580,2025-02-22
462,521,2024-03-31
3177,2105,2023-12-27
3964,3360,2024-08-20
329,431,2024-04-12
3851,340,2024-10-09
3899,1413,2025-01-09
1717,917,2023-12-02
1165,4593,2023-11-20
852,4924,2024-11-04
1574,4766,2024-08-30
1971,4718,2025-01-17
2849,2270,2025-06-16
3214,3752,2023-07-07
3438,4723,2023-10-02
3068,2530,2024-11-20
928,3673,2024-08-19
710,2979,2024-06-12
4251,2820,2023-09-06
2845,3266,2024-04-25
1789,3271,2024-11-27
1602,403,2024-02-18
4192,4891,2025-02-01
863,3865,2025-02-19
2629,461,2024-09-26
2289,163,2024-07-24
1965,1277,2024-08-16
195,4934,2023-11-16
401,4721,2024-07-14
1929,2381,2025-06-03
3364,1268,2025-05-17
132,2555,2024-09-16
412,3147,2024-11-06
1809,3185,2023-08-18
1948,3803,2023-11-17
3930,3635,2023-08-17
2911,873,2024-09-16
2089,4824,2024-07-18
4227,3909,2024-10-03
4419,3940,2024-11-03
4053,944,2024-09-11
3089,4410,2024-12-13
1732,2868,2024-09-15
3333,2429,2024-11-17
3663,1869,2024-12-15
2591,1483,2025-02-14
2090,4940,2025-06-11
2984,1288,2024-05-30
520,2623,2024-11-16
409,4108,2024-11-05
583,4513,2024-03-27
3263,3214,2024-05-26
3887,3400,2024-09-23
2082,3437,2025-05-23
4729,4933,2024-11-10
1843,936,2024-11-05
876,179,2024-02-11
3803,907,2024-12-11
3694,732,2024-10-09
4798,1541,2024-10-24
4107,4808,2024-09-07
2968,2453,2024-05-16
4419,1856,2023-11-16
1193,4370,2023-09-20
2872,3383,2024-06-10
381,1259,2024-03-25
1618,1570,2025-04-07
100,3344,2024-06-11
4946,3745,2024-03-29
4312,4705,2024-03-25
2200,3682,2024-10-01
1164,388,2024-05-14
4619,4500,2023-10-23
4208,3183,2024-08-06
3841,3822,2024-05-13
2690,235,2024-12-17
1106,1503,2025-02-16
835,599,2025-03-08
3448,4499,2024-11-13
2844,2355,2023-08-21
3686,4124,2024-12-01
1753,1532,2025-02-12
4647,4258,2025-05-11
592,1381,2023-09-22
4923,2456,2025-06-06
1822,4877,2023-07-23
1897,1133,2025-04-20
741,1427,2024-12-17
1913,3846,2023-09-24
4566,3661,2024-04-02
1565,3531,2024-12-28
2517,1662,2025-04-16
2413,3478,2023-11-01
760,3663,2024-09-28
2795,3864,2025-02-13
1599,1396,2024-04-28
951,3830,2025-02-22
629,4925,2025-01-11
3740,3984,2023-06-29
366,3466,2023-07-05
3930,2294,2025-03-05
2290,3238,2023-12-10
3057,3780,2024-11-19
671,3935,2025-02-15
156,2455,2023-07-20
4550,4168,2024-03-26
3750,2252,2024-10-05
4142,4758,2024-12-30
3436,848,2023-12-18
271,605,2023-12-02
2895,1678,2025-03-06
3388,4585,2024-01-10
817,3374,2024-04-14
238,1117,2024-09-30
3870,2329,2024-07-30
4179,3067,2024-05-04
3293,4896,2024-05-21
241,1997,2025-06-14
3654,4601,2024-11-05
3049,1731,2024-08-17
1747,3511,2024-02-07
4164,1745,2024-08-19
3473,3927,2024-12-15
1845,2002,2024-04-30
2843,2851,2023-10-21
3505,1763,2023-10-17
666,1747,2024-10-22
1098,3743,2024-01-31
214,3979,2024-09-30
866,3427,2025-05-19
4212,2013,2023-09-22
3586,1099,2025-03-28
280,4100,2025-02-10
2653,2783,2024-03-06
4035,2211,2024-01-22
847,4703,2025-03-16
2186,3830,2024-06-04
276,1339,2023-08-31
2024,3159,2025-02-13
1888,1949,2025-06-25
2568,995,2023-12-07
2953,181,2023-10-02
4636,1281,2025-04-07
105,1215,2024-05-10
1643,3599,2025-05-29
4619,3473,2024-01-09
2075,3744,2024-07-28
3429,1496,2023-10-12
578,3990,2024-12-03
1753,1015,2024-06-05
3657,4661,2025-04-10
1656,2879,2024-03-01
1098,2019,2025-06-24
1335,2737,2023-09-25
3241,1733,2023-10-29
2899,1454,2024-05-03
3394,2070,2024-03-14
2317,1852,2024-05-06
2010,3587,2025-03-05
4911,3938,2025-03-28
4649,2294,2024-12-05
4458,2513,2024-02-29
3744,2746,2024-08-02
674,264,2025-01-23
2903,4466,2025-01-12
1496,724,2024-02-15
4538,2799,2024-06-26
4616,2859,2025-01-24
1456,2773,2024-08-05
3690,42,2025-06-22
4245,4383,2025-01-13
2288,3076,2024-07-03
1542,4106,2023-11-17
945,654,2024-05-25
541,3973,2024-07-19
4001,4188,2024-03-17
1189,3255,2024-07-29
53,3732,2023-10-18
1541,169,2024-09-01
3670,2350,2025-04-15
1846,60,2024-06-21
4296,3470,2025-03-03
3231,2892,2025-01-02
330,4854,2024-10-29
2768,3255,2024-01-18
3972,2896,2023-12-26
1814,466,2025-01-05
918,2710,2024-02-19
1604,4482,2023-11-05
646,771,2023-10-08
743,4730,2024-03-19
2507,593,2024-09-13
1306,3871,2025-03-21
1571,1681,2025-05-15
2637,3370,2025-02-23
1121,2878,2025-03-04
697,37,2025-03-14
1667,544,2023-11-13
1393,4533,2024-07-23
1823,1595,2024-04-19
4609,2196,2025-04-09
4594,1376,2024-03-27
4858,3907,2025-05-29
1108,3589,2024-08-07
1322,4593,2025-05-14
400,4876,2023-12-06
2786,541,2024-12-12
3700,2403,2025-03-26
4181,1151,2024-07-18
4185,2850,2023-07-03
1092,1694,2023-11-12
2275,1472,2023-10-29
1082,3819,2024-04-29
2011,3,2023-12-16
3671,2842,2025-05-16
820,955,2024-04-05
1519,595,2024-12-04
748,1451,2024-12-08
4797,821,2024-03-17
4128,2002,2024-03-07
990,745,2024-01-17
4150,3390,2023-07-06
624,1499,2023-11-29
4266,1189,2024-08-17
796,605,2025-04-05
90,1752,2024-01-11
425,3830,2024-06-18
429,2088,2023-07-25
377,3058,2023-12-04
1871,2837,2024-08-04
876,611,2023-09-15
2797,4510,2024-06-05
3033,3794,2025-03-28
964,4548,2024-11-07
4209,714,2024-04-25
3794,1167,2025-05-01
1454,3881,2025-01-11
3827,2573,2024-12-19
2106,3129,2025-02-09
882,4187,2024-11-01
621,878,2024-05-14
4886,1123,2024-05-05
2130,3608,2024-02-28
586,1645,2024-12-07
3881,1689,2024-05-14
1373,2787,2024-03-16
407,4485,2024-03-20
3923,1332,2023-09-12
1667,278,2024-07-13
4105,3735,2023-11-16
741,1123,2024-02-07
1080,4229,2024-01-27
1360,3945,2023-06-30
4506,869,2023-09-21
2793,1208,2023-07-09
